gene,seq1,seq2,tm_score
wzh,wzh_seq59.pdb,wzh_seq53.pdb,0.78447
wzh,wzh_seq59.pdb,wzh_seq77.pdb,0.80458
wzh,wzh_seq59.pdb,wzh_seq61.pdb,0.79829
wzh,wzh_seq59.pdb,wzh_seq35.pdb,0.73483
wzh,wzh_seq59.pdb,wzh_seq86.pdb,0.84162
wzh,wzh_seq59.pdb,wzh_seq47.pdb,0.91043
wzh,wzh_seq59.pdb,wzh_seq12.pdb,0.82242
wzh,wzh_seq59.pdb,wzh_seq21.pdb,0.83238
wzh,wzh_seq59.pdb,wzh_seq31.pdb,0.75669
wzh,wzh_seq59.pdb,wzh_seq80.pdb,0.90895
wzh,wzh_seq59.pdb,wzh_seq18.pdb,0.70291
wzh,wzh_seq59.pdb,wzh_seq14.pdb,0.68745
wzh,wzh_seq59.pdb,wzh_seq15.pdb,0.76121
wzh,wzh_seq59.pdb,wzh_seq9.pdb,0.7882
wzh,wzh_seq59.pdb,wzh_seq50.pdb,0.75889
wzh,wzh_seq59.pdb,wzh_seq16.pdb,0.75204
wzh,wzh_seq59.pdb,wzh_seq60.pdb,0.77475
wzh,wzh_seq56.pdb,wzh_seq74.pdb,0.65069
wzh,wzh_seq56.pdb,wzh_seq81.pdb,0.69429
wzh,wzh_seq56.pdb,wzh_seq46.pdb,0.66018
wzh,wzh_seq56.pdb,wzh_seq65.pdb,0.71739
wzh,wzh_seq56.pdb,wzh_seq84.pdb,0.6317
wzh,wzh_seq56.pdb,wzh_seq51.pdb,0.78387
wzh,wzh_seq56.pdb,wzh_seq63.pdb,0.77619
wzh,wzh_seq56.pdb,wzh_seq13.pdb,0.69578
wzh,wzh_seq56.pdb,wzh_seq88.pdb,0.67243
wzh,wzh_seq56.pdb,wzh_seq11.pdb,0.89729
wzh,wzh_seq56.pdb,wzh_seq75.pdb,0.93487
wzh,wzh_seq56.pdb,wzh_seq20.pdb,0.87205
wzh,wzh_seq56.pdb,wzh_seq26.pdb,0.75012
wzh,wzh_seq56.pdb,wzh_seq49.pdb,0.67943
wzh,wzh_seq56.pdb,wzh_seq8.pdb,0.7349
wzh,wzh_seq56.pdb,wzh_seq58.pdb,0.65656
wzh,wzh_seq56.pdb,wzh_seq62.pdb,0.7013
wzh,wzh_seq56.pdb,wzh_seq2.pdb,0.81938
wzh,wzh_seq56.pdb,wzh_seq48.pdb,0.63685
wzh,wzh_seq56.pdb,wzh_seq71.pdb,0.67336
wzh,wzh_seq56.pdb,wzh_seq73.pdb,0.72786
wzh,wzh_seq56.pdb,wzh_seq68.pdb,0.80027
wzh,wzh_seq56.pdb,wzh_seq83.pdb,0.89786
wzh,wzh_seq56.pdb,wzh_seq17.pdb,0.76549
wzh,wzh_seq56.pdb,wzh_seq54.pdb,0.84897
wzh,wzh_seq56.pdb,wzh_seq41.pdb,0.75893
wzh,wzh_seq56.pdb,wzh_seq33.pdb,0.74661
wzh,wzh_seq56.pdb,wzh_seq1.pdb,0.79511
wzh,wzh_seq56.pdb,wzh_seq55.pdb,0.63916
wzh,wzh_seq56.pdb,wzh_seq30.pdb,0.65941
wzh,wzh_seq56.pdb,wzh_seq25.pdb,0.67387
wzh,wzh_seq56.pdb,wzh_seq0.pdb,0.63853
wzh,wzh_seq56.pdb,wzh_seq57.pdb,0.83077
wzh,wzh_seq56.pdb,wzh_seq76.pdb,0.67355
wzh,wzh_seq56.pdb,wzh_seq10.pdb,0.86145
wzh,wzh_seq56.pdb,wzh_seq69.pdb,0.66834
wzh,wzh_seq56.pdb,wzh_seq42.pdb,0.90658
wzh,wzh_seq56.pdb,wzh_seq19.pdb,0.81066
wzh,wzh_seq56.pdb,wzh_seq4.pdb,0.67662
wzh,wzh_seq56.pdb,wzh_seq24.pdb,0.74293
wzh,wzh_seq56.pdb,wzh_seq87.pdb,0.69656
wzh,wzh_seq56.pdb,wzh_seq82.pdb,0.69039
wzh,wzh_seq56.pdb,wzh_seq44.pdb,0.70208
wzh,wzh_seq56.pdb,wzh_seq6.pdb,0.72962
wzh,wzh_seq56.pdb,wzh_seq89.pdb,0.61409
wzh,wzh_seq56.pdb,wzh_seq29.pdb,0.66729
wzh,wzh_seq56.pdb,wzh_seq85.pdb,0.69116
wzh,wzh_seq56.pdb,wzh_seq23.pdb,0.80238
wzh,wzh_seq56.pdb,wzh_seq32.pdb,0.66437
wzh,wzh_seq56.pdb,wzh_seq7.pdb,0.79605
wzh,wzh_seq56.pdb,wzh_seq79.pdb,0.67913
wzh,wzh_seq56.pdb,wzh_seq36.pdb,0.78673
wzh,wzh_seq56.pdb,wzh_seq52.pdb,0.71037
wzh,wzh_seq56.pdb,wzh_seq66.pdb,0.70257
wzh,wzh_seq56.pdb,wzh_seq70.pdb,0.75425
wzh,wzh_seq56.pdb,wzh_seq3.pdb,0.74459
wzh,wzh_seq56.pdb,wzh_seq37.pdb,0.6757
wzh,wzh_seq56.pdb,wzh_seq53.pdb,0.72772
wzh,wzh_seq56.pdb,wzh_seq77.pdb,0.83163
wzh,wzh_seq56.pdb,wzh_seq61.pdb,0.95869
wzh,wzh_seq56.pdb,wzh_seq35.pdb,0.67882
wzh,wzh_seq56.pdb,wzh_seq86.pdb,0.74831
wzh,wzh_seq56.pdb,wzh_seq47.pdb,0.79351
wzh,wzh_seq56.pdb,wzh_seq12.pdb,0.73621
wzh,wzh_seq56.pdb,wzh_seq21.pdb,0.89977
wzh,wzh_seq56.pdb,wzh_seq31.pdb,0.75357
wzh,wzh_seq56.pdb,wzh_seq80.pdb,0.81452
wzh,wzh_seq56.pdb,wzh_seq18.pdb,0.69476
wzh,wzh_seq56.pdb,wzh_seq14.pdb,0.66664
wzh,wzh_seq56.pdb,wzh_seq15.pdb,0.68626
wzh,wzh_seq56.pdb,wzh_seq9.pdb,0.70442
wzh,wzh_seq56.pdb,wzh_seq50.pdb,0.67528
wzh,wzh_seq56.pdb,wzh_seq16.pdb,0.65898
wzh,wzh_seq56.pdb,wzh_seq60.pdb,0.88085
wzh,wzh_seq74.pdb,wzh_seq81.pdb,0.82817
wzh,wzh_seq74.pdb,wzh_seq46.pdb,0.84529
wzh,wzh_seq74.pdb,wzh_seq65.pdb,0.82277
wzh,wzh_seq74.pdb,wzh_seq84.pdb,0.76744
wzh,wzh_seq74.pdb,wzh_seq51.pdb,0.67135
wzh,wzh_seq74.pdb,wzh_seq63.pdb,0.74322
wzh,wzh_seq74.pdb,wzh_seq13.pdb,0.8621
wzh,wzh_seq74.pdb,wzh_seq88.pdb,0.89569
wzh,wzh_seq74.pdb,wzh_seq11.pdb,0.6672
wzh,wzh_seq74.pdb,wzh_seq75.pdb,0.66879
wzh,wzh_seq74.pdb,wzh_seq20.pdb,0.67844
wzh,wzh_seq74.pdb,wzh_seq26.pdb,0.77915
wzh,wzh_seq74.pdb,wzh_seq49.pdb,0.82056
wzh,wzh_seq74.pdb,wzh_seq8.pdb,0.6884
wzh,wzh_seq74.pdb,wzh_seq58.pdb,0.81751
wzh,wzh_seq74.pdb,wzh_seq62.pdb,0.72023
wzh,wzh_seq74.pdb,wzh_seq2.pdb,0.67812
wzh,wzh_seq74.pdb,wzh_seq48.pdb,0.83928
wzh,wzh_seq74.pdb,wzh_seq71.pdb,0.84174
wzh,wzh_seq74.pdb,wzh_seq73.pdb,0.80171
wzh,wzh_seq74.pdb,wzh_seq68.pdb,0.71043
wzh,wzh_seq74.pdb,wzh_seq83.pdb,0.66692
wzh,wzh_seq74.pdb,wzh_seq17.pdb,0.74452
wzh,wzh_seq74.pdb,wzh_seq54.pdb,0.68165
wzh,wzh_seq74.pdb,wzh_seq41.pdb,0.67906
wzh,wzh_seq74.pdb,wzh_seq33.pdb,0.68205
wzh,wzh_seq74.pdb,wzh_seq1.pdb,0.66397
wzh,wzh_seq74.pdb,wzh_seq55.pdb,0.75745
wzh,wzh_seq74.pdb,wzh_seq30.pdb,0.8584
wzh,wzh_seq74.pdb,wzh_seq25.pdb,0.80897
wzh,wzh_seq74.pdb,wzh_seq0.pdb,0.7131
wzh,wzh_seq74.pdb,wzh_seq57.pdb,0.65006
wzh,wzh_seq74.pdb,wzh_seq76.pdb,0.67437
wzh,wzh_seq74.pdb,wzh_seq10.pdb,0.70517
wzh,wzh_seq74.pdb,wzh_seq69.pdb,0.84352
wzh,wzh_seq74.pdb,wzh_seq42.pdb,0.6533
wzh,wzh_seq74.pdb,wzh_seq19.pdb,0.73068
wzh,wzh_seq74.pdb,wzh_seq4.pdb,0.80885
wzh,wzh_seq74.pdb,wzh_seq24.pdb,0.72607
wzh,wzh_seq74.pdb,wzh_seq87.pdb,0.78412
wzh,wzh_seq74.pdb,wzh_seq82.pdb,0.74765
wzh,wzh_seq74.pdb,wzh_seq44.pdb,0.65755
wzh,wzh_seq74.pdb,wzh_seq6.pdb,0.7513
wzh,wzh_seq74.pdb,wzh_seq89.pdb,0.74824
wzh,wzh_seq74.pdb,wzh_seq29.pdb,0.82819
wzh,wzh_seq74.pdb,wzh_seq85.pdb,0.76353
wzh,wzh_seq74.pdb,wzh_seq23.pdb,0.69016
wzh,wzh_seq74.pdb,wzh_seq32.pdb,0.76001
wzh,wzh_seq74.pdb,wzh_seq7.pdb,0.67855
wzh,wzh_seq74.pdb,wzh_seq79.pdb,0.82854
wzh,wzh_seq74.pdb,wzh_seq36.pdb,0.6639
wzh,wzh_seq74.pdb,wzh_seq52.pdb,0.67779
wzh,wzh_seq74.pdb,wzh_seq66.pdb,0.75633
wzh,wzh_seq74.pdb,wzh_seq70.pdb,0.70343
wzh,wzh_seq74.pdb,wzh_seq3.pdb,0.76661
wzh,wzh_seq74.pdb,wzh_seq37.pdb,0.81486
wzh,wzh_seq74.pdb,wzh_seq53.pdb,0.82295
wzh,wzh_seq74.pdb,wzh_seq77.pdb,0.68673
wzh,wzh_seq74.pdb,wzh_seq61.pdb,0.65862
wzh,wzh_seq74.pdb,wzh_seq35.pdb,0.85123
wzh,wzh_seq74.pdb,wzh_seq86.pdb,0.72597
wzh,wzh_seq74.pdb,wzh_seq47.pdb,0.71762
wzh,wzh_seq74.pdb,wzh_seq12.pdb,0.78261
wzh,wzh_seq74.pdb,wzh_seq21.pdb,0.64178
wzh,wzh_seq74.pdb,wzh_seq31.pdb,0.73535
wzh,wzh_seq74.pdb,wzh_seq80.pdb,0.67614
wzh,wzh_seq74.pdb,wzh_seq18.pdb,0.80518
wzh,wzh_seq74.pdb,wzh_seq14.pdb,0.84221
wzh,wzh_seq74.pdb,wzh_seq15.pdb,0.83409
wzh,wzh_seq74.pdb,wzh_seq9.pdb,0.84909
wzh,wzh_seq74.pdb,wzh_seq50.pdb,0.88644
wzh,wzh_seq74.pdb,wzh_seq16.pdb,0.88008
wzh,wzh_seq74.pdb,wzh_seq60.pdb,0.66614
wzh,wzh_seq81.pdb,wzh_seq46.pdb,0.8415
wzh,wzh_seq81.pdb,wzh_seq65.pdb,0.84461
wzh,wzh_seq81.pdb,wzh_seq84.pdb,0.71614
wzh,wzh_seq81.pdb,wzh_seq51.pdb,0.69832
wzh,wzh_seq81.pdb,wzh_seq63.pdb,0.73886
wzh,wzh_seq81.pdb,wzh_seq13.pdb,0.87913
wzh,wzh_seq81.pdb,wzh_seq88.pdb,0.83397
wzh,wzh_seq81.pdb,wzh_seq11.pdb,0.71153
wzh,wzh_seq81.pdb,wzh_seq75.pdb,0.69489
wzh,wzh_seq81.pdb,wzh_seq20.pdb,0.71493
wzh,wzh_seq81.pdb,wzh_seq26.pdb,0.8298
wzh,wzh_seq81.pdb,wzh_seq49.pdb,0.84501
wzh,wzh_seq81.pdb,wzh_seq8.pdb,0.77649
wzh,wzh_seq81.pdb,wzh_seq58.pdb,0.86469
wzh,wzh_seq81.pdb,wzh_seq62.pdb,0.70911
wzh,wzh_seq81.pdb,wzh_seq2.pdb,0.70849
wzh,wzh_seq81.pdb,wzh_seq48.pdb,0.75291
wzh,wzh_seq81.pdb,wzh_seq71.pdb,0.89359
wzh,wzh_seq81.pdb,wzh_seq73.pdb,0.84809
wzh,wzh_seq81.pdb,wzh_seq68.pdb,0.73733
wzh,wzh_seq81.pdb,wzh_seq83.pdb,0.6832
wzh,wzh_seq81.pdb,wzh_seq17.pdb,0.79055
wzh,wzh_seq81.pdb,wzh_seq54.pdb,0.71989
wzh,wzh_seq81.pdb,wzh_seq41.pdb,0.70204
wzh,wzh_seq81.pdb,wzh_seq33.pdb,0.7476
wzh,wzh_seq81.pdb,wzh_seq1.pdb,0.68913
wzh,wzh_seq81.pdb,wzh_seq55.pdb,0.7867
wzh,wzh_seq81.pdb,wzh_seq30.pdb,0.82984
wzh,wzh_seq81.pdb,wzh_seq25.pdb,0.79274
wzh,wzh_seq81.pdb,wzh_seq0.pdb,0.76836
wzh,wzh_seq81.pdb,wzh_seq57.pdb,0.69081
wzh,wzh_seq81.pdb,wzh_seq76.pdb,0.7377
wzh,wzh_seq81.pdb,wzh_seq10.pdb,0.75751
wzh,wzh_seq81.pdb,wzh_seq69.pdb,0.90277
wzh,wzh_seq81.pdb,wzh_seq42.pdb,0.69533
wzh,wzh_seq81.pdb,wzh_seq19.pdb,0.75054
wzh,wzh_seq81.pdb,wzh_seq4.pdb,0.89401
wzh,wzh_seq81.pdb,wzh_seq24.pdb,0.74886
wzh,wzh_seq81.pdb,wzh_seq87.pdb,0.91444
wzh,wzh_seq81.pdb,wzh_seq82.pdb,0.76574
wzh,wzh_seq81.pdb,wzh_seq44.pdb,0.71693
wzh,wzh_seq81.pdb,wzh_seq6.pdb,0.77458
wzh,wzh_seq81.pdb,wzh_seq89.pdb,0.7224
wzh,wzh_seq81.pdb,wzh_seq29.pdb,0.87231
wzh,wzh_seq81.pdb,wzh_seq85.pdb,0.80147
wzh,wzh_seq81.pdb,wzh_seq23.pdb,0.72782
wzh,wzh_seq81.pdb,wzh_seq32.pdb,0.7337
wzh,wzh_seq81.pdb,wzh_seq7.pdb,0.77708
wzh,wzh_seq81.pdb,wzh_seq79.pdb,0.88276
wzh,wzh_seq81.pdb,wzh_seq36.pdb,0.68989
wzh,wzh_seq81.pdb,wzh_seq52.pdb,0.74324
wzh,wzh_seq81.pdb,wzh_seq66.pdb,0.78431
wzh,wzh_seq81.pdb,wzh_seq70.pdb,0.72921
wzh,wzh_seq81.pdb,wzh_seq3.pdb,0.77241
wzh,wzh_seq81.pdb,wzh_seq37.pdb,0.92055
wzh,wzh_seq81.pdb,wzh_seq53.pdb,0.82101
wzh,wzh_seq81.pdb,wzh_seq77.pdb,0.72326
wzh,wzh_seq81.pdb,wzh_seq61.pdb,0.69215
wzh,wzh_seq81.pdb,wzh_seq35.pdb,0.82654
wzh,wzh_seq81.pdb,wzh_seq86.pdb,0.75242
wzh,wzh_seq81.pdb,wzh_seq47.pdb,0.73349
wzh,wzh_seq81.pdb,wzh_seq12.pdb,0.83401
wzh,wzh_seq81.pdb,wzh_seq21.pdb,0.68105
wzh,wzh_seq81.pdb,wzh_seq31.pdb,0.79368
wzh,wzh_seq81.pdb,wzh_seq80.pdb,0.70633
wzh,wzh_seq81.pdb,wzh_seq18.pdb,0.8946
wzh,wzh_seq81.pdb,wzh_seq14.pdb,0.90141
wzh,wzh_seq81.pdb,wzh_seq15.pdb,0.86508
wzh,wzh_seq81.pdb,wzh_seq9.pdb,0.81758
wzh,wzh_seq81.pdb,wzh_seq50.pdb,0.82915
wzh,wzh_seq81.pdb,wzh_seq16.pdb,0.84245
wzh,wzh_seq81.pdb,wzh_seq60.pdb,0.69975
wzh,wzh_seq46.pdb,wzh_seq65.pdb,0.77852
wzh,wzh_seq46.pdb,wzh_seq84.pdb,0.71099
wzh,wzh_seq46.pdb,wzh_seq51.pdb,0.65925
wzh,wzh_seq46.pdb,wzh_seq63.pdb,0.72364
wzh,wzh_seq46.pdb,wzh_seq13.pdb,0.87548
wzh,wzh_seq46.pdb,wzh_seq88.pdb,0.87641
wzh,wzh_seq46.pdb,wzh_seq11.pdb,0.66982
wzh,wzh_seq46.pdb,wzh_seq75.pdb,0.65977
wzh,wzh_seq46.pdb,wzh_seq20.pdb,0.68728
wzh,wzh_seq46.pdb,wzh_seq26.pdb,0.74644
wzh,wzh_seq46.pdb,wzh_seq49.pdb,0.79011
wzh,wzh_seq46.pdb,wzh_seq8.pdb,0.73978
wzh,wzh_seq46.pdb,wzh_seq58.pdb,0.81366
wzh,wzh_seq46.pdb,wzh_seq62.pdb,0.67376
wzh,wzh_seq46.pdb,wzh_seq2.pdb,0.69356
wzh,wzh_seq46.pdb,wzh_seq48.pdb,0.77381
wzh,wzh_seq46.pdb,wzh_seq71.pdb,0.81161
wzh,wzh_seq46.pdb,wzh_seq73.pdb,0.77665
wzh,wzh_seq46.pdb,wzh_seq68.pdb,0.71037
wzh,wzh_seq46.pdb,wzh_seq83.pdb,0.65479
wzh,wzh_seq46.pdb,wzh_seq17.pdb,0.74112
wzh,wzh_seq46.pdb,wzh_seq54.pdb,0.67068
wzh,wzh_seq46.pdb,wzh_seq41.pdb,0.65738
wzh,wzh_seq46.pdb,wzh_seq33.pdb,0.69084
wzh,wzh_seq46.pdb,wzh_seq1.pdb,0.67834
wzh,wzh_seq46.pdb,wzh_seq55.pdb,0.73918
wzh,wzh_seq46.pdb,wzh_seq30.pdb,0.78363
wzh,wzh_seq46.pdb,wzh_seq25.pdb,0.77465
wzh,wzh_seq46.pdb,wzh_seq0.pdb,0.72948
wzh,wzh_seq46.pdb,wzh_seq57.pdb,0.64902
wzh,wzh_seq46.pdb,wzh_seq76.pdb,0.68151
wzh,wzh_seq46.pdb,wzh_seq10.pdb,0.70765
wzh,wzh_seq46.pdb,wzh_seq69.pdb,0.79703
wzh,wzh_seq46.pdb,wzh_seq42.pdb,0.65306
wzh,wzh_seq46.pdb,wzh_seq19.pdb,0.71205
wzh,wzh_seq46.pdb,wzh_seq4.pdb,0.83782
wzh,wzh_seq46.pdb,wzh_seq24.pdb,0.69835
wzh,wzh_seq46.pdb,wzh_seq87.pdb,0.80807
wzh,wzh_seq46.pdb,wzh_seq82.pdb,0.72124
wzh,wzh_seq46.pdb,wzh_seq44.pdb,0.68042
wzh,wzh_seq46.pdb,wzh_seq6.pdb,0.74715
wzh,wzh_seq46.pdb,wzh_seq89.pdb,0.73102
wzh,wzh_seq46.pdb,wzh_seq29.pdb,0.88243
wzh,wzh_seq46.pdb,wzh_seq85.pdb,0.74134
wzh,wzh_seq46.pdb,wzh_seq23.pdb,0.69212
wzh,wzh_seq46.pdb,wzh_seq32.pdb,0.74468
wzh,wzh_seq46.pdb,wzh_seq7.pdb,0.72803
wzh,wzh_seq46.pdb,wzh_seq79.pdb,0.8563
wzh,wzh_seq46.pdb,wzh_seq36.pdb,0.66549
wzh,wzh_seq46.pdb,wzh_seq52.pdb,0.68269
wzh,wzh_seq46.pdb,wzh_seq66.pdb,0.72124
wzh,wzh_seq46.pdb,wzh_seq70.pdb,0.71138
wzh,wzh_seq46.pdb,wzh_seq3.pdb,0.73687
wzh,wzh_seq46.pdb,wzh_seq37.pdb,0.82002
wzh,wzh_seq46.pdb,wzh_seq53.pdb,0.79007
wzh,wzh_seq46.pdb,wzh_seq77.pdb,0.67867
wzh,wzh_seq46.pdb,wzh_seq61.pdb,0.66814
wzh,wzh_seq46.pdb,wzh_seq35.pdb,0.84807
wzh,wzh_seq46.pdb,wzh_seq86.pdb,0.71415
wzh,wzh_seq46.pdb,wzh_seq47.pdb,0.7081
wzh,wzh_seq46.pdb,wzh_seq12.pdb,0.77216
wzh,wzh_seq46.pdb,wzh_seq21.pdb,0.64608
wzh,wzh_seq46.pdb,wzh_seq31.pdb,0.74787
wzh,wzh_seq46.pdb,wzh_seq80.pdb,0.69551
wzh,wzh_seq46.pdb,wzh_seq18.pdb,0.80697
wzh,wzh_seq46.pdb,wzh_seq14.pdb,0.86791
wzh,wzh_seq46.pdb,wzh_seq15.pdb,0.80729
wzh,wzh_seq46.pdb,wzh_seq9.pdb,0.81008
wzh,wzh_seq46.pdb,wzh_seq50.pdb,0.81064
wzh,wzh_seq46.pdb,wzh_seq16.pdb,0.82654
wzh,wzh_seq46.pdb,wzh_seq60.pdb,0.66724
wzh,wzh_seq65.pdb,wzh_seq84.pdb,0.72085
wzh,wzh_seq65.pdb,wzh_seq51.pdb,0.69412
wzh,wzh_seq65.pdb,wzh_seq63.pdb,0.79803
wzh,wzh_seq65.pdb,wzh_seq13.pdb,0.83036
wzh,wzh_seq65.pdb,wzh_seq88.pdb,0.84838
wzh,wzh_seq65.pdb,wzh_seq11.pdb,0.74481
wzh,wzh_seq65.pdb,wzh_seq75.pdb,0.72734
wzh,wzh_seq65.pdb,wzh_seq20.pdb,0.74273
wzh,wzh_seq65.pdb,wzh_seq26.pdb,0.90135
wzh,wzh_seq65.pdb,wzh_seq49.pdb,0.88653
wzh,wzh_seq65.pdb,wzh_seq8.pdb,0.69787
wzh,wzh_seq65.pdb,wzh_seq58.pdb,0.82667
wzh,wzh_seq65.pdb,wzh_seq62.pdb,0.74991
wzh,wzh_seq65.pdb,wzh_seq2.pdb,0.75833
wzh,wzh_seq65.pdb,wzh_seq48.pdb,0.77457
wzh,wzh_seq65.pdb,wzh_seq71.pdb,0.87671
wzh,wzh_seq65.pdb,wzh_seq73.pdb,0.912
wzh,wzh_seq65.pdb,wzh_seq68.pdb,0.76358
wzh,wzh_seq65.pdb,wzh_seq83.pdb,0.72263
wzh,wzh_seq65.pdb,wzh_seq17.pdb,0.75181
wzh,wzh_seq65.pdb,wzh_seq54.pdb,0.73843
wzh,wzh_seq65.pdb,wzh_seq41.pdb,0.7421
wzh,wzh_seq65.pdb,wzh_seq33.pdb,0.69777
wzh,wzh_seq65.pdb,wzh_seq1.pdb,0.74316
wzh,wzh_seq65.pdb,wzh_seq55.pdb,0.69695
wzh,wzh_seq65.pdb,wzh_seq30.pdb,0.84149
wzh,wzh_seq65.pdb,wzh_seq25.pdb,0.82396
wzh,wzh_seq65.pdb,wzh_seq0.pdb,0.6796
wzh,wzh_seq65.pdb,wzh_seq57.pdb,0.68685
wzh,wzh_seq65.pdb,wzh_seq76.pdb,0.67256
wzh,wzh_seq65.pdb,wzh_seq10.pdb,0.74884
wzh,wzh_seq65.pdb,wzh_seq69.pdb,0.8496
wzh,wzh_seq65.pdb,wzh_seq42.pdb,0.72953
wzh,wzh_seq65.pdb,wzh_seq19.pdb,0.79536
wzh,wzh_seq65.pdb,wzh_seq4.pdb,0.80818
wzh,wzh_seq65.pdb,wzh_seq24.pdb,0.75142
wzh,wzh_seq65.pdb,wzh_seq87.pdb,0.80817
wzh,wzh_seq65.pdb,wzh_seq82.pdb,0.7253
wzh,wzh_seq65.pdb,wzh_seq44.pdb,0.67688
wzh,wzh_seq65.pdb,wzh_seq6.pdb,0.73933
wzh,wzh_seq65.pdb,wzh_seq89.pdb,0.68646
wzh,wzh_seq65.pdb,wzh_seq29.pdb,0.77323
wzh,wzh_seq65.pdb,wzh_seq85.pdb,0.85159
wzh,wzh_seq65.pdb,wzh_seq23.pdb,0.79425
wzh,wzh_seq65.pdb,wzh_seq32.pdb,0.72811
wzh,wzh_seq65.pdb,wzh_seq7.pdb,0.68698
wzh,wzh_seq65.pdb,wzh_seq79.pdb,0.78919
wzh,wzh_seq65.pdb,wzh_seq36.pdb,0.74472
wzh,wzh_seq65.pdb,wzh_seq52.pdb,0.69807
wzh,wzh_seq65.pdb,wzh_seq66.pdb,0.81577
wzh,wzh_seq65.pdb,wzh_seq70.pdb,0.7551
wzh,wzh_seq65.pdb,wzh_seq3.pdb,0.76058
wzh,wzh_seq65.pdb,wzh_seq37.pdb,0.84267
wzh,wzh_seq65.pdb,wzh_seq53.pdb,0.88364
wzh,wzh_seq65.pdb,wzh_seq77.pdb,0.71846
wzh,wzh_seq65.pdb,wzh_seq61.pdb,0.7167
wzh,wzh_seq65.pdb,wzh_seq35.pdb,0.8278
wzh,wzh_seq65.pdb,wzh_seq86.pdb,0.75908
wzh,wzh_seq65.pdb,wzh_seq47.pdb,0.76729
wzh,wzh_seq65.pdb,wzh_seq12.pdb,0.90883
wzh,wzh_seq65.pdb,wzh_seq21.pdb,0.69978
wzh,wzh_seq65.pdb,wzh_seq31.pdb,0.7336
wzh,wzh_seq65.pdb,wzh_seq80.pdb,0.75299
wzh,wzh_seq65.pdb,wzh_seq18.pdb,0.84828
wzh,wzh_seq65.pdb,wzh_seq14.pdb,0.80353
wzh,wzh_seq65.pdb,wzh_seq15.pdb,0.87287
wzh,wzh_seq65.pdb,wzh_seq9.pdb,0.86328
wzh,wzh_seq65.pdb,wzh_seq50.pdb,0.84593
wzh,wzh_seq65.pdb,wzh_seq16.pdb,0.85518
wzh,wzh_seq65.pdb,wzh_seq60.pdb,0.71866
wzh,wzh_seq84.pdb,wzh_seq51.pdb,0.66797
wzh,wzh_seq84.pdb,wzh_seq63.pdb,0.71988
wzh,wzh_seq84.pdb,wzh_seq13.pdb,0.71963
wzh,wzh_seq84.pdb,wzh_seq88.pdb,0.77779
wzh,wzh_seq84.pdb,wzh_seq11.pdb,0.64205
wzh,wzh_seq84.pdb,wzh_seq75.pdb,0.63556
wzh,wzh_seq84.pdb,wzh_seq20.pdb,0.69121
wzh,wzh_seq84.pdb,wzh_seq26.pdb,0.72374
wzh,wzh_seq84.pdb,wzh_seq49.pdb,0.77578
wzh,wzh_seq84.pdb,wzh_seq8.pdb,0.63398
wzh,wzh_seq84.pdb,wzh_seq58.pdb,0.71558
wzh,wzh_seq84.pdb,wzh_seq62.pdb,0.71925
wzh,wzh_seq84.pdb,wzh_seq2.pdb,0.66202
wzh,wzh_seq84.pdb,wzh_seq48.pdb,0.81644
wzh,wzh_seq84.pdb,wzh_seq71.pdb,0.74687
wzh,wzh_seq84.pdb,wzh_seq73.pdb,0.70976
wzh,wzh_seq84.pdb,wzh_seq68.pdb,0.6939
wzh,wzh_seq84.pdb,wzh_seq83.pdb,0.64414
wzh,wzh_seq84.pdb,wzh_seq17.pdb,0.69454
wzh,wzh_seq84.pdb,wzh_seq54.pdb,0.63793
wzh,wzh_seq84.pdb,wzh_seq41.pdb,0.70163
wzh,wzh_seq84.pdb,wzh_seq33.pdb,0.65889
wzh,wzh_seq84.pdb,wzh_seq1.pdb,0.64297
wzh,wzh_seq84.pdb,wzh_seq55.pdb,0.76331
wzh,wzh_seq84.pdb,wzh_seq30.pdb,0.77114
wzh,wzh_seq84.pdb,wzh_seq25.pdb,0.73634
wzh,wzh_seq84.pdb,wzh_seq0.pdb,0.66827
wzh,wzh_seq84.pdb,wzh_seq57.pdb,0.63458
wzh,wzh_seq84.pdb,wzh_seq76.pdb,0.6456
wzh,wzh_seq84.pdb,wzh_seq10.pdb,0.66255
wzh,wzh_seq84.pdb,wzh_seq69.pdb,0.71036
wzh,wzh_seq84.pdb,wzh_seq42.pdb,0.64838
wzh,wzh_seq84.pdb,wzh_seq19.pdb,0.67915
wzh,wzh_seq84.pdb,wzh_seq4.pdb,0.68513
wzh,wzh_seq84.pdb,wzh_seq24.pdb,0.74443
wzh,wzh_seq84.pdb,wzh_seq87.pdb,0.66782
wzh,wzh_seq84.pdb,wzh_seq82.pdb,0.74036
wzh,wzh_seq84.pdb,wzh_seq44.pdb,0.6043
wzh,wzh_seq84.pdb,wzh_seq6.pdb,0.71877
wzh,wzh_seq84.pdb,wzh_seq89.pdb,0.80723
wzh,wzh_seq84.pdb,wzh_seq29.pdb,0.70663
wzh,wzh_seq84.pdb,wzh_seq85.pdb,0.69379
wzh,wzh_seq84.pdb,wzh_seq23.pdb,0.69715
wzh,wzh_seq84.pdb,wzh_seq32.pdb,0.74101
wzh,wzh_seq84.pdb,wzh_seq7.pdb,0.62789
wzh,wzh_seq84.pdb,wzh_seq79.pdb,0.7068
