gene,seq1,seq2,tm_score,sequence_identity,sequence_divergence,structural_divergence
wzg,wzg_seq14.pdb,wzg_seq21.pdb,0.39382,0.9771309771309772,0.022869022869022815,0.6061799999999999
wzg,wzg_seq14.pdb,wzg_seq32.pdb,0.39629,0.9501039501039501,0.0498960498960499,0.60371
wzg,wzg_seq14.pdb,wzg_seq39.pdb,0.39984,0.9854469854469855,0.014553014553014498,0.60016
wzg,wzg_seq14.pdb,wzg_seq34.pdb,0.37593,0.9501039501039501,0.0498960498960499,0.62407
wzg,wzg_seq14.pdb,wzg_seq25.pdb,0.35096,0.9833679833679834,0.016632016632016633,0.6490400000000001
wzg,wzg_seq14.pdb,wzg_seq49.pdb,0.39313,0.9833679833679834,0.016632016632016633,0.60687
wzg,wzg_seq14.pdb,wzg_seq1.pdb,0.3528,0.9666666666666667,0.033333333333333326,0.6472
wzg,wzg_seq14.pdb,wzg_seq54.pdb,0.38502,0.96875,0.03125,0.6149800000000001
wzg,wzg_seq14.pdb,wzg_seq58.pdb,0.39319,0.9896049896049897,0.01039501039501034,0.6068100000000001
wzg,wzg_seq14.pdb,wzg_seq10.pdb,0.35742,0.9812889812889813,0.018711018711018657,0.6425799999999999
wzg,wzg_seq14.pdb,wzg_seq8.pdb,0.38431,0.9812889812889813,0.018711018711018657,0.6156900000000001
wzg,wzg_seq14.pdb,wzg_seq37.pdb,0.36697,0.9688149688149689,0.03118503118503113,0.63303
wzg,wzg_seq14.pdb,wzg_seq4.pdb,0.39912,0.9792099792099792,0.02079002079002079,0.6008800000000001
wzg,wzg_seq14.pdb,wzg_seq46.pdb,0.34246,0.9937629937629938,0.006237006237006182,0.65754
wzg,wzg_seq14.pdb,wzg_seq28.pdb,0.37662,0.9604166666666667,0.039583333333333304,0.62338
wzg,wzg_seq14.pdb,wzg_seq63.pdb,0.35416,0.9812889812889813,0.018711018711018657,0.64584
wzg,wzg_seq14.pdb,wzg_seq3.pdb,0.34549,0.9625779625779626,0.037422037422037424,0.6545099999999999
wzg,wzg_seq14.pdb,wzg_seq29.pdb,0.39572,0.9729166666666667,0.027083333333333348,0.6042799999999999
wzg,wzg_seq14.pdb,wzg_seq31.pdb,0.382,0.9501039501039501,0.0498960498960499,0.618
wzg,wzg_seq14.pdb,wzg_seq61.pdb,0.37654,0.9792099792099792,0.02079002079002079,0.62346
wzg,wzg_seq14.pdb,wzg_seq20.pdb,0.37534,0.9812889812889813,0.018711018711018657,0.62466
wzg,wzg_seq14.pdb,wzg_seq41.pdb,0.39054,0.9729166666666667,0.027083333333333348,0.60946
wzg,wzg_seq14.pdb,wzg_seq5.pdb,0.37593,0.9708939708939709,0.029106029106029108,0.62407
wzg,wzg_seq38.pdb,wzg_seq40.pdb,0.35468,0.9833679833679834,0.016632016632016633,0.64532
wzg,wzg_seq38.pdb,wzg_seq24.pdb,0.36182,0.9833679833679834,0.016632016632016633,0.63818
wzg,wzg_seq38.pdb,wzg_seq45.pdb,0.33472,0.9584199584199584,0.04158004158004158,0.66528
wzg,wzg_seq38.pdb,wzg_seq22.pdb,0.33437,0.9833679833679834,0.016632016632016633,0.6656299999999999
wzg,wzg_seq38.pdb,wzg_seq43.pdb,0.35151,0.972972972972973,0.027027027027026973,0.64849
wzg,wzg_seq38.pdb,wzg_seq50.pdb,0.39509,0.9708333333333333,0.029166666666666674,0.6049100000000001
wzg,wzg_seq38.pdb,wzg_seq16.pdb,0.35438,0.975051975051975,0.02494802494802495,0.6456200000000001
wzg,wzg_seq38.pdb,wzg_seq10.pdb,0.3571,0.9771309771309772,0.022869022869022815,0.6429
wzg,wzg_seq38.pdb,wzg_seq37.pdb,0.30425,0.9625779625779626,0.037422037422037424,0.69575
wzg,wzg_seq38.pdb,wzg_seq4.pdb,0.38609,0.972972972972973,0.027027027027026973,0.61391
wzg,wzg_seq38.pdb,wzg_seq46.pdb,0.29541,0.972972972972973,0.027027027027026973,0.70459
wzg,wzg_seq38.pdb,wzg_seq55.pdb,0.35999,0.9584199584199584,0.04158004158004158,0.64001
wzg,wzg_seq38.pdb,wzg_seq35.pdb,0.37023,0.9771309771309772,0.022869022869022815,0.6297699999999999
wzg,wzg_seq38.pdb,wzg_seq63.pdb,0.35736,0.9771309771309772,0.022869022869022815,0.64264
wzg,wzg_seq38.pdb,wzg_seq3.pdb,0.36495,0.9604989604989606,0.03950103950103945,0.63505
wzg,wzg_seq38.pdb,wzg_seq23.pdb,0.3868,0.9563409563409564,0.043659043659043606,0.6132
wzg,wzg_seq38.pdb,wzg_seq5.pdb,0.30061,0.9688149688149689,0.03118503118503113,0.69939
wzg,wzg_seq38.pdb,wzg_seq56.pdb,0.35701,0.95625,0.043749999999999956,0.64299
wzg,wzg_seq53.pdb,wzg_seq40.pdb,0.35335,0.96875,0.03125,0.64665
wzg,wzg_seq53.pdb,wzg_seq24.pdb,0.34356,0.96875,0.03125,0.65644
wzg,wzg_seq53.pdb,wzg_seq22.pdb,0.34996,0.96875,0.03125,0.65004
wzg,wzg_seq53.pdb,wzg_seq43.pdb,0.38851,0.9625,0.03749999999999998,0.61149
wzg,wzg_seq53.pdb,wzg_seq50.pdb,0.36427,0.9875259875259875,0.012474012474012475,0.63573
wzg,wzg_seq53.pdb,wzg_seq16.pdb,0.37549,0.96875,0.03125,0.62451
wzg,wzg_seq53.pdb,wzg_seq25.pdb,0.33704,0.96875,0.03125,0.66296
wzg,wzg_seq53.pdb,wzg_seq10.pdb,0.35719,0.9667359667359667,0.033264033264033266,0.64281
wzg,wzg_seq53.pdb,wzg_seq33.pdb,0.38513,0.96875,0.03125,0.61487
wzg,wzg_seq53.pdb,wzg_seq46.pdb,0.33043,0.9625,0.03749999999999998,0.66957
wzg,wzg_seq53.pdb,wzg_seq35.pdb,0.38985,0.9625,0.03749999999999998,0.61015
wzg,wzg_seq53.pdb,wzg_seq63.pdb,0.34169,0.96875,0.03125,0.65831
wzg,wzg_seq53.pdb,wzg_seq3.pdb,0.39831,0.9519832985386222,0.04801670146137782,0.6016900000000001
wzg,wzg_seq18.pdb,wzg_seq17.pdb,0.30064,0.997920997920998,0.0020790020790020236,0.69936
wzg,wzg_seq40.pdb,wzg_seq62.pdb,0.35479,0.9625,0.03749999999999998,0.6452100000000001
wzg,wzg_seq40.pdb,wzg_seq43.pdb,0.36569,0.9812889812889813,0.018711018711018657,0.6343099999999999
wzg,wzg_seq40.pdb,wzg_seq9.pdb,0.33005,0.9812889812889813,0.018711018711018657,0.66995
wzg,wzg_seq40.pdb,wzg_seq21.pdb,0.3696,0.9833679833679834,0.016632016632016633,0.6304000000000001
wzg,wzg_seq40.pdb,wzg_seq60.pdb,0.33764,0.9541666666666667,0.04583333333333328,0.6623600000000001
wzg,wzg_seq40.pdb,wzg_seq1.pdb,0.37861,0.9645833333333333,0.03541666666666665,0.62139
wzg,wzg_seq40.pdb,wzg_seq54.pdb,0.38831,0.9708333333333333,0.029166666666666674,0.6116900000000001
wzg,wzg_seq40.pdb,wzg_seq13.pdb,0.37667,0.9625,0.03749999999999998,0.6233299999999999
wzg,wzg_seq40.pdb,wzg_seq58.pdb,0.35245,0.9833679833679834,0.016632016632016633,0.6475500000000001
wzg,wzg_seq40.pdb,wzg_seq8.pdb,0.35512,0.9833679833679834,0.016632016632016633,0.64488
wzg,wzg_seq40.pdb,wzg_seq3.pdb,0.39269,0.9646569646569647,0.03534303534303529,0.60731
wzg,wzg_seq40.pdb,wzg_seq61.pdb,0.359,0.9854469854469855,0.014553014553014498,0.641
wzg,wzg_seq40.pdb,wzg_seq20.pdb,0.3486,0.9875259875259875,0.012474012474012475,0.6514
wzg,wzg_seq40.pdb,wzg_seq41.pdb,0.37585,0.975,0.025000000000000022,0.62415
wzg,wzg_seq40.pdb,wzg_seq23.pdb,0.38321,0.9688149688149689,0.03118503118503113,0.61679
wzg,wzg_seq6.pdb,wzg_seq55.pdb,0.38654,0.9646569646569647,0.03534303534303529,0.61346
wzg,wzg_seq6.pdb,wzg_seq35.pdb,0.35507,0.9854469854469855,0.014553014553014498,0.64493
wzg,wzg_seq6.pdb,wzg_seq63.pdb,0.36324,0.9792099792099792,0.02079002079002079,0.63676
wzg,wzg_seq6.pdb,wzg_seq23.pdb,0.39637,0.9625779625779626,0.037422037422037424,0.60363
wzg,wzg_seq62.pdb,wzg_seq24.pdb,0.31084,0.9625,0.03749999999999998,0.68916
wzg,wzg_seq62.pdb,wzg_seq45.pdb,0.35223,0.95,0.050000000000000044,0.64777
wzg,wzg_seq62.pdb,wzg_seq22.pdb,0.33683,0.9625,0.03749999999999998,0.66317
wzg,wzg_seq62.pdb,wzg_seq43.pdb,0.37823,0.9625,0.03749999999999998,0.6217699999999999
wzg,wzg_seq62.pdb,wzg_seq15.pdb,0.35986,0.9645833333333333,0.03541666666666665,0.6401399999999999
wzg,wzg_seq62.pdb,wzg_seq50.pdb,0.34367,0.9875259875259875,0.012474012474012475,0.6563300000000001
wzg,wzg_seq62.pdb,wzg_seq16.pdb,0.33161,0.9583333333333334,0.04166666666666663,0.66839
wzg,wzg_seq62.pdb,wzg_seq10.pdb,0.39516,0.9625779625779626,0.037422037422037424,0.60484
wzg,wzg_seq62.pdb,wzg_seq37.pdb,0.35229,0.9541666666666667,0.04583333333333328,0.64771
wzg,wzg_seq62.pdb,wzg_seq4.pdb,0.38869,0.9583333333333334,0.04166666666666663,0.61131
wzg,wzg_seq62.pdb,wzg_seq46.pdb,0.32702,0.9625,0.03749999999999998,0.67298
wzg,wzg_seq62.pdb,wzg_seq63.pdb,0.34701,0.9604166666666667,0.039583333333333304,0.65299
wzg,wzg_seq62.pdb,wzg_seq5.pdb,0.32927,0.9583333333333334,0.04166666666666663,0.67073
wzg,wzg_seq24.pdb,wzg_seq43.pdb,0.39088,0.9792099792099792,0.02079002079002079,0.60912
wzg,wzg_seq24.pdb,wzg_seq52.pdb,0.36518,0.9708333333333333,0.029166666666666674,0.6348199999999999
wzg,wzg_seq24.pdb,wzg_seq42.pdb,0.29978,0.9937629937629938,0.006237006237006182,0.7002200000000001
wzg,wzg_seq24.pdb,wzg_seq21.pdb,0.3542,0.9833679833679834,0.016632016632016633,0.6457999999999999
wzg,wzg_seq24.pdb,wzg_seq60.pdb,0.31871,0.9520833333333333,0.04791666666666672,0.68129
wzg,wzg_seq24.pdb,wzg_seq16.pdb,0.38899,0.9792099792099792,0.02079002079002079,0.61101
wzg,wzg_seq24.pdb,wzg_seq25.pdb,0.36813,1.0,0.0,0.6318699999999999
wzg,wzg_seq24.pdb,wzg_seq49.pdb,0.37571,0.9833679833679834,0.016632016632016633,0.62429
wzg,wzg_seq24.pdb,wzg_seq54.pdb,0.35349,0.96875,0.03125,0.6465099999999999
wzg,wzg_seq24.pdb,wzg_seq13.pdb,0.34583,0.9645833333333333,0.03541666666666665,0.6541699999999999
wzg,wzg_seq24.pdb,wzg_seq58.pdb,0.36573,0.9812889812889813,0.018711018711018657,0.63427
wzg,wzg_seq24.pdb,wzg_seq33.pdb,0.39032,0.9792099792099792,0.02079002079002079,0.60968
wzg,wzg_seq24.pdb,wzg_seq55.pdb,0.36341,0.9688149688149689,0.03118503118503113,0.63659
wzg,wzg_seq24.pdb,wzg_seq35.pdb,0.332,0.9875259875259875,0.012474012474012475,0.6679999999999999
wzg,wzg_seq24.pdb,wzg_seq61.pdb,0.35098,0.9854469854469855,0.014553014553014498,0.6490199999999999
wzg,wzg_seq24.pdb,wzg_seq20.pdb,0.35596,0.9854469854469855,0.014553014553014498,0.64404
wzg,wzg_seq24.pdb,wzg_seq23.pdb,0.33141,0.9667359667359667,0.033264033264033266,0.66859
wzg,wzg_seq45.pdb,wzg_seq43.pdb,0.38204,0.9646569646569647,0.03534303534303529,0.6179600000000001
wzg,wzg_seq45.pdb,wzg_seq15.pdb,0.38947,0.9667359667359667,0.033264033264033266,0.61053
wzg,wzg_seq45.pdb,wzg_seq42.pdb,0.37997,0.972972972972973,0.027027027027026973,0.6200300000000001
wzg,wzg_seq45.pdb,wzg_seq21.pdb,0.34516,0.9584199584199584,0.04158004158004158,0.65484
wzg,wzg_seq45.pdb,wzg_seq32.pdb,0.3775,0.9771309771309772,0.022869022869022815,0.6225
wzg,wzg_seq45.pdb,wzg_seq39.pdb,0.34541,0.9708939708939709,0.029106029106029108,0.65459
wzg,wzg_seq45.pdb,wzg_seq25.pdb,0.36806,0.9688149688149689,0.03118503118503113,0.63194
wzg,wzg_seq45.pdb,wzg_seq49.pdb,0.3396,0.9646569646569647,0.03534303534303529,0.6604
wzg,wzg_seq45.pdb,wzg_seq58.pdb,0.32474,0.9625779625779626,0.037422037422037424,0.67526
wzg,wzg_seq45.pdb,wzg_seq33.pdb,0.3624,0.9563409563409564,0.043659043659043606,0.6376
wzg,wzg_seq45.pdb,wzg_seq30.pdb,0.39817,0.9667359667359667,0.033264033264033266,0.60183
wzg,wzg_seq45.pdb,wzg_seq8.pdb,0.37847,0.9584199584199584,0.04158004158004158,0.62153
wzg,wzg_seq45.pdb,wzg_seq3.pdb,0.38598,0.9854469854469855,0.014553014553014498,0.61402
wzg,wzg_seq45.pdb,wzg_seq31.pdb,0.36709,0.9771309771309772,0.022869022869022815,0.63291
wzg,wzg_seq45.pdb,wzg_seq61.pdb,0.34721,0.9625779625779626,0.037422037422037424,0.65279
wzg,wzg_seq45.pdb,wzg_seq20.pdb,0.35574,0.9625779625779626,0.037422037422037424,0.64426
wzg,wzg_seq45.pdb,wzg_seq41.pdb,0.3663,0.95,0.050000000000000044,0.6336999999999999
wzg,wzg_seq45.pdb,wzg_seq11.pdb,0.35794,0.9584199584199584,0.04158004158004158,0.6420600000000001
wzg,wzg_seq22.pdb,wzg_seq43.pdb,0.35436,0.9812889812889813,0.018711018711018657,0.64564
wzg,wzg_seq22.pdb,wzg_seq52.pdb,0.33375,0.9729166666666667,0.027083333333333348,0.66625
wzg,wzg_seq22.pdb,wzg_seq15.pdb,0.33957,0.9854469854469855,0.014553014553014498,0.6604300000000001
wzg,wzg_seq22.pdb,wzg_seq42.pdb,0.36016,1.0,0.0,0.63984
wzg,wzg_seq22.pdb,wzg_seq21.pdb,0.33372,0.9833679833679834,0.016632016632016633,0.66628
wzg,wzg_seq22.pdb,wzg_seq50.pdb,0.39687,0.9729166666666667,0.027083333333333348,0.6031299999999999
wzg,wzg_seq22.pdb,wzg_seq60.pdb,0.33742,0.9583333333333334,0.04166666666666663,0.66258
wzg,wzg_seq22.pdb,wzg_seq32.pdb,0.35228,0.9584199584199584,0.04158004158004158,0.6477200000000001
wzg,wzg_seq22.pdb,wzg_seq16.pdb,0.36903,0.9833679833679834,0.016632016632016633,0.63097
wzg,wzg_seq22.pdb,wzg_seq39.pdb,0.35315,0.9958419958419958,0.004158004158004158,0.6468499999999999
wzg,wzg_seq22.pdb,wzg_seq34.pdb,0.3799,0.9563409563409564,0.043659043659043606,0.6201
wzg,wzg_seq22.pdb,wzg_seq25.pdb,0.33173,0.9937629937629938,0.006237006237006182,0.6682699999999999
wzg,wzg_seq22.pdb,wzg_seq49.pdb,0.3023,0.9854469854469855,0.014553014553014498,0.6977
wzg,wzg_seq22.pdb,wzg_seq1.pdb,0.33831,0.9645833333333333,0.03541666666666665,0.66169
wzg,wzg_seq22.pdb,wzg_seq54.pdb,0.35121,0.9708333333333333,0.029166666666666674,0.64879
wzg,wzg_seq22.pdb,wzg_seq13.pdb,0.34713,0.9625,0.03749999999999998,0.6528700000000001
wzg,wzg_seq22.pdb,wzg_seq58.pdb,0.36946,0.9833679833679834,0.016632016632016633,0.63054
wzg,wzg_seq22.pdb,wzg_seq10.pdb,0.39858,0.9792099792099792,0.02079002079002079,0.6014200000000001
wzg,wzg_seq22.pdb,wzg_seq51.pdb,0.3966,0.9896049896049897,0.01039501039501034,0.6033999999999999
wzg,wzg_seq22.pdb,wzg_seq33.pdb,0.34744,0.9833679833679834,0.016632016632016633,0.65256
wzg,wzg_seq22.pdb,wzg_seq8.pdb,0.38478,0.9792099792099792,0.02079002079002079,0.61522
wzg,wzg_seq22.pdb,wzg_seq37.pdb,0.39543,0.972972972972973,0.027027027027026973,0.60457
wzg,wzg_seq22.pdb,wzg_seq4.pdb,0.39069,0.9812889812889813,0.018711018711018657,0.60931
wzg,wzg_seq22.pdb,wzg_seq55.pdb,0.3438,0.972972972972973,0.027027027027026973,0.6562
wzg,wzg_seq22.pdb,wzg_seq28.pdb,0.34306,0.9666666666666667,0.033333333333333326,0.6569400000000001
wzg,wzg_seq22.pdb,wzg_seq35.pdb,0.37638,0.9937629937629938,0.006237006237006182,0.6236200000000001
wzg,wzg_seq22.pdb,wzg_seq3.pdb,0.36858,0.9667359667359667,0.033264033264033266,0.63142
wzg,wzg_seq22.pdb,wzg_seq29.pdb,0.34981,0.975,0.025000000000000022,0.65019
wzg,wzg_seq22.pdb,wzg_seq31.pdb,0.33274,0.9584199584199584,0.04158004158004158,0.66726
wzg,wzg_seq22.pdb,wzg_seq61.pdb,0.34567,0.9896049896049897,0.01039501039501034,0.6543300000000001
wzg,wzg_seq22.pdb,wzg_seq20.pdb,0.32654,0.9875259875259875,0.012474012474012475,0.67346
wzg,wzg_seq22.pdb,wzg_seq41.pdb,0.35182,0.975,0.025000000000000022,0.64818
wzg,wzg_seq22.pdb,wzg_seq23.pdb,0.3191,0.9708939708939709,0.029106029106029108,0.6809000000000001
wzg,wzg_seq22.pdb,wzg_seq11.pdb,0.35776,0.9792099792099792,0.02079002079002079,0.6422399999999999
wzg,wzg_seq22.pdb,wzg_seq56.pdb,0.37025,0.9604166666666667,0.039583333333333304,0.62975
wzg,wzg_seq43.pdb,wzg_seq9.pdb,0.3709,0.9792099792099792,0.02079002079002079,0.6291
wzg,wzg_seq43.pdb,wzg_seq42.pdb,0.35291,0.9812889812889813,0.018711018711018657,0.6470899999999999
wzg,wzg_seq43.pdb,wzg_seq25.pdb,0.35574,0.9792099792099792,0.02079002079002079,0.64426
wzg,wzg_seq43.pdb,wzg_seq13.pdb,0.3627,0.95625,0.043749999999999956,0.6373
wzg,wzg_seq43.pdb,wzg_seq58.pdb,0.37556,0.9854469854469855,0.014553014553014498,0.62444
wzg,wzg_seq43.pdb,wzg_seq10.pdb,0.36938,0.9771309771309772,0.022869022869022815,0.63062
wzg,wzg_seq43.pdb,wzg_seq37.pdb,0.35631,0.9667359667359667,0.033264033264033266,0.64369
wzg,wzg_seq43.pdb,wzg_seq46.pdb,0.33419,1.0,0.0,0.66581
wzg,wzg_seq43.pdb,wzg_seq35.pdb,0.37629,0.9812889812889813,0.018711018711018657,0.62371
wzg,wzg_seq43.pdb,wzg_seq63.pdb,0.34745,0.9771309771309772,0.022869022869022815,0.65255
wzg,wzg_seq43.pdb,wzg_seq3.pdb,0.38625,0.9604989604989606,0.03950103950103945,0.61375
wzg,wzg_seq43.pdb,wzg_seq23.pdb,0.39416,0.9604989604989606,0.03950103950103945,0.6058399999999999
wzg,wzg_seq43.pdb,wzg_seq56.pdb,0.37895,0.9583333333333334,0.04166666666666663,0.62105
wzg,wzg_seq9.pdb,wzg_seq42.pdb,0.38968,0.9812889812889813,0.018711018711018657,0.61032
wzg,wzg_seq9.pdb,wzg_seq16.pdb,0.36278,0.9771309771309772,0.022869022869022815,0.63722
wzg,wzg_seq9.pdb,wzg_seq34.pdb,0.38122,0.9542619542619543,0.04573804573804574,0.61878
wzg,wzg_seq9.pdb,wzg_seq37.pdb,0.33793,0.9646569646569647,0.03534303534303529,0.6620699999999999
wzg,wzg_seq9.pdb,wzg_seq46.pdb,0.38463,0.9792099792099792,0.02079002079002079,0.61537
wzg,wzg_seq9.pdb,wzg_seq55.pdb,0.35382,0.9604989604989606,0.03950103950103945,0.64618
wzg,wzg_seq9.pdb,wzg_seq35.pdb,0.33942,0.9833679833679834,0.016632016632016633,0.66058
wzg,wzg_seq9.pdb,wzg_seq63.pdb,0.35638,0.9812889812889813,0.018711018711018657,0.6436200000000001
wzg,wzg_seq9.pdb,wzg_seq31.pdb,0.32256,0.9501039501039501,0.0498960498960499,0.67744
wzg,wzg_seq9.pdb,wzg_seq23.pdb,0.36044,0.9584199584199584,0.04158004158004158,0.63956
wzg,wzg_seq9.pdb,wzg_seq5.pdb,0.36365,0.9792099792099792,0.02079002079002079,0.63635
wzg,wzg_seq9.pdb,wzg_seq56.pdb,0.37638,0.9625,0.03749999999999998,0.6236200000000001
wzg,wzg_seq52.pdb,wzg_seq16.pdb,0.39465,0.96875,0.03125,0.60535
wzg,wzg_seq52.pdb,wzg_seq34.pdb,0.39016,0.95,0.050000000000000044,0.6098399999999999
wzg,wzg_seq52.pdb,wzg_seq10.pdb,0.35954,0.9667359667359667,0.033264033264033266,0.64046
wzg,wzg_seq52.pdb,wzg_seq46.pdb,0.3793,0.9666666666666667,0.033333333333333326,0.6207
wzg,wzg_seq52.pdb,wzg_seq63.pdb,0.34651,0.975,0.025000000000000022,0.65349
wzg,wzg_seq52.pdb,wzg_seq3.pdb,0.39399,0.9519832985386222,0.04801670146137782,0.6060099999999999
wzg,wzg_seq15.pdb,wzg_seq60.pdb,0.33292,0.95,0.050000000000000044,0.66708
wzg,wzg_seq15.pdb,wzg_seq54.pdb,0.37497,0.96875,0.03125,0.62503
wzg,wzg_seq15.pdb,wzg_seq58.pdb,0.38216,0.9896049896049897,0.01039501039501034,0.61784
wzg,wzg_seq15.pdb,wzg_seq46.pdb,0.37614,0.9937629937629938,0.006237006237006182,0.6238600000000001
wzg,wzg_seq15.pdb,wzg_seq63.pdb,0.36088,0.9812889812889813,0.018711018711018657,0.63912
wzg,wzg_seq15.pdb,wzg_seq3.pdb,0.37991,0.9625779625779626,0.037422037422037424,0.62009
wzg,wzg_seq15.pdb,wzg_seq61.pdb,0.38047,0.9792099792099792,0.02079002079002079,0.61953
wzg,wzg_seq42.pdb,wzg_seq60.pdb,0.35658,0.9583333333333334,0.04166666666666663,0.64342
wzg,wzg_seq42.pdb,wzg_seq39.pdb,0.39909,0.9958419958419958,0.004158004158004158,0.60091
wzg,wzg_seq42.pdb,wzg_seq34.pdb,0.39378,0.9563409563409564,0.043659043659043606,0.60622
wzg,wzg_seq42.pdb,wzg_seq25.pdb,0.29824,0.9937629937629938,0.006237006237006182,0.7017599999999999
wzg,wzg_seq42.pdb,wzg_seq1.pdb,0.3983,0.9645833333333333,0.03541666666666665,0.6017
wzg,wzg_seq42.pdb,wzg_seq10.pdb,0.3394,0.9792099792099792,0.02079002079002079,0.6606000000000001
wzg,wzg_seq42.pdb,wzg_seq4.pdb,0.36115,0.9812889812889813,0.018711018711018657,0.6388499999999999
wzg,wzg_seq42.pdb,wzg_seq46.pdb,0.39636,0.9812889812889813,0.018711018711018657,0.60364
wzg,wzg_seq42.pdb,wzg_seq63.pdb,0.34119,0.9833679833679834,0.016632016632016633,0.65881
wzg,wzg_seq42.pdb,wzg_seq3.pdb,0.37312,0.9667359667359667,0.033264033264033266,0.62688
wzg,wzg_seq42.pdb,wzg_seq29.pdb,0.39762,0.975,0.025000000000000022,0.60238
wzg,wzg_seq21.pdb,wzg_seq50.pdb,0.39449,0.9729166666666667,0.027083333333333348,0.60551
wzg,wzg_seq21.pdb,wzg_seq16.pdb,0.37326,0.975051975051975,0.02494802494802495,0.6267400000000001
wzg,wzg_seq21.pdb,wzg_seq10.pdb,0.35485,0.9771309771309772,0.022869022869022815,0.64515
wzg,wzg_seq21.pdb,wzg_seq37.pdb,0.31727,0.9625779625779626,0.037422037422037424,0.6827300000000001
wzg,wzg_seq21.pdb,wzg_seq46.pdb,0.3727,0.972972972972973,0.027027027027026973,0.6273
wzg,wzg_seq21.pdb,wzg_seq55.pdb,0.36862,0.9584199584199584,0.04158004158004158,0.63138
wzg,wzg_seq21.pdb,wzg_seq35.pdb,0.39587,0.9771309771309772,0.022869022869022815,0.6041300000000001
wzg,wzg_seq21.pdb,wzg_seq63.pdb,0.35966,0.9771309771309772,0.022869022869022815,0.64034
wzg,wzg_seq21.pdb,wzg_seq3.pdb,0.37424,0.9604989604989606,0.03950103950103945,0.62576
wzg,wzg_seq21.pdb,wzg_seq23.pdb,0.36813,0.9563409563409564,0.043659043659043606,0.6318699999999999
wzg,wzg_seq21.pdb,wzg_seq5.pdb,0.39225,0.9688149688149689,0.03118503118503113,0.60775
wzg,wzg_seq21.pdb,wzg_seq56.pdb,0.38312,0.95625,0.043749999999999956,0.61688
wzg,wzg_seq50.pdb,wzg_seq60.pdb,0.36807,0.9688149688149689,0.03118503118503113,0.63193
wzg,wzg_seq50.pdb,wzg_seq25.pdb,0.39066,0.9708333333333333,0.029166666666666674,0.60934
wzg,wzg_seq50.pdb,wzg_seq54.pdb,0.38914,0.9937629937629938,0.006237006237006182,0.61086
wzg,wzg_seq50.pdb,wzg_seq13.pdb,0.38291,0.9812889812889813,0.018711018711018657,0.61709
wzg,wzg_seq50.pdb,wzg_seq58.pdb,0.38786,0.96875,0.03125,0.61214
wzg,wzg_seq50.pdb,wzg_seq63.pdb,0.35502,0.9708333333333333,0.029166666666666674,0.64498
wzg,wzg_seq50.pdb,wzg_seq61.pdb,0.35354,0.9708333333333333,0.029166666666666674,0.64646
wzg,wzg_seq50.pdb,wzg_seq20.pdb,0.38657,0.9729166666666667,0.027083333333333348,0.6134299999999999
wzg,wzg_seq60.pdb,wzg_seq16.pdb,0.3412,0.95,0.050000000000000044,0.6588
wzg,wzg_seq60.pdb,wzg_seq39.pdb,0.37642,0.9541666666666667,0.04583333333333328,0.62358
wzg,wzg_seq60.pdb,wzg_seq25.pdb,0.38303,0.9520833333333333,0.04791666666666672,0.61697
wzg,wzg_seq60.pdb,wzg_seq10.pdb,0.36407,0.9501039501039501,0.0498960498960499,0.63593
wzg,wzg_seq60.pdb,wzg_seq33.pdb,0.38463,0.95,0.050000000000000044,0.61537
wzg,wzg_seq60.pdb,wzg_seq35.pdb,0.37194,0.9583333333333334,0.04166666666666663,0.6280600000000001
wzg,wzg_seq60.pdb,wzg_seq63.pdb,0.33084,0.95,0.050000000000000044,0.66916
wzg,wzg_seq60.pdb,wzg_seq5.pdb,0.35586,0.95,0.050000000000000044,0.6441399999999999
wzg,wzg_seq32.pdb,wzg_seq3.pdb,0.39074,0.9708939708939709,0.029106029106029108,0.60926
wzg,wzg_seq32.pdb,wzg_seq5.pdb,0.38961,0.9521829521829522,0.047817047817047764,0.61039
wzg,wzg_seq16.pdb,wzg_seq34.pdb,0.36994,0.9646569646569647,0.03534303534303529,0.6300600000000001
wzg,wzg_seq16.pdb,wzg_seq25.pdb,0.32032,0.9792099792099792,0.02079002079002079,0.6796800000000001
wzg,wzg_seq16.pdb,wzg_seq49.pdb,0.34244,0.9771309771309772,0.022869022869022815,0.6575599999999999
wzg,wzg_seq16.pdb,wzg_seq1.pdb,0.38245,0.9604166666666667,0.039583333333333304,0.61755
wzg,wzg_seq16.pdb,wzg_seq54.pdb,0.35084,0.9666666666666667,0.033333333333333326,0.64916
wzg,wzg_seq16.pdb,wzg_seq13.pdb,0.38171,0.9604166666666667,0.039583333333333304,0.61829
wzg,wzg_seq16.pdb,wzg_seq58.pdb,0.35764,0.975051975051975,0.02494802494802495,0.64236
wzg,wzg_seq16.pdb,wzg_seq10.pdb,0.39651,0.975051975051975,0.02494802494802495,0.6034900000000001
wzg,wzg_seq16.pdb,wzg_seq63.pdb,0.35797,0.975051975051975,0.02494802494802495,0.64203
wzg,wzg_seq16.pdb,wzg_seq3.pdb,0.3644,0.9584199584199584,0.04158004158004158,0.6355999999999999
wzg,wzg_seq16.pdb,wzg_seq20.pdb,0.36337,0.9708939708939709,0.029106029106029108,0.63663
wzg,wzg_seq16.pdb,wzg_seq11.pdb,0.38726,0.975051975051975,0.02494802494802495,0.6127400000000001
