gene,seq1,seq2,tm_score,sequence_identity
wzg,wzg_seq27.pdb,wzg_seq58.pdb,0.4361,0.9854469854469855
wzg,wzg_seq27.pdb,wzg_seq10.pdb,0.34317,0.9854469854469855
wzg,wzg_seq27.pdb,wzg_seq51.pdb,0.38477,0.9875259875259875
wzg,wzg_seq27.pdb,wzg_seq17.pdb,0.36037,0.9355509355509356
wzg,wzg_seq27.pdb,wzg_seq33.pdb,0.49016,0.9854469854469855
wzg,wzg_seq27.pdb,wzg_seq30.pdb,0.41447,0.9459459459459459
wzg,wzg_seq27.pdb,wzg_seq8.pdb,0.49105,0.9812889812889813
wzg,wzg_seq27.pdb,wzg_seq44.pdb,0.29943,0.6784968684759917
wzg,wzg_seq27.pdb,wzg_seq37.pdb,0.3804,0.9667359667359667
wzg,wzg_seq27.pdb,wzg_seq4.pdb,0.36575,0.9792099792099792
wzg,wzg_seq27.pdb,wzg_seq46.pdb,0.3596,0.975051975051975
wzg,wzg_seq27.pdb,wzg_seq55.pdb,0.37632,0.9625779625779626
wzg,wzg_seq27.pdb,wzg_seq57.pdb,0.30876,0.6784968684759917
wzg,wzg_seq27.pdb,wzg_seq28.pdb,0.46105,0.9625
wzg,wzg_seq27.pdb,wzg_seq35.pdb,0.36124,0.9875259875259875
wzg,wzg_seq27.pdb,wzg_seq63.pdb,0.37535,0.9771309771309772
wzg,wzg_seq27.pdb,wzg_seq3.pdb,0.3584,0.9646569646569647
wzg,wzg_seq27.pdb,wzg_seq29.pdb,0.50632,0.96875
wzg,wzg_seq27.pdb,wzg_seq31.pdb,0.40127,0.9521829521829522
wzg,wzg_seq27.pdb,wzg_seq61.pdb,0.37715,0.9833679833679834
wzg,wzg_seq27.pdb,wzg_seq20.pdb,0.48359,0.972972972972973
wzg,wzg_seq27.pdb,wzg_seq41.pdb,0.50734,0.9729166666666667
wzg,wzg_seq27.pdb,wzg_seq23.pdb,0.36931,0.9604989604989606
wzg,wzg_seq27.pdb,wzg_seq11.pdb,0.45188,0.9812889812889813
wzg,wzg_seq27.pdb,wzg_seq5.pdb,0.36674,0.9833679833679834
wzg,wzg_seq27.pdb,wzg_seq56.pdb,0.37021,0.9625
wzg,wzg_seq7.pdb,wzg_seq59.pdb,0.35445,0.9771309771309772
wzg,wzg_seq7.pdb,wzg_seq26.pdb,0.33253,0.9667359667359667
wzg,wzg_seq7.pdb,wzg_seq2.pdb,0.35107,0.9667359667359667
wzg,wzg_seq7.pdb,wzg_seq47.pdb,0.39065,0.9771309771309772
wzg,wzg_seq7.pdb,wzg_seq14.pdb,0.34961,0.9646569646569647
wzg,wzg_seq7.pdb,wzg_seq38.pdb,0.32887,0.9625779625779626
wzg,wzg_seq7.pdb,wzg_seq53.pdb,0.40859,0.9479166666666666
wzg,wzg_seq7.pdb,wzg_seq18.pdb,0.3481,0.918918918918919
wzg,wzg_seq7.pdb,wzg_seq40.pdb,0.4637,0.9708939708939709
wzg,wzg_seq7.pdb,wzg_seq6.pdb,0.53154,0.9708939708939709
wzg,wzg_seq7.pdb,wzg_seq62.pdb,0.36799,0.95
wzg,wzg_seq7.pdb,wzg_seq24.pdb,0.4221,0.9688149688149689
wzg,wzg_seq7.pdb,wzg_seq45.pdb,0.3846,0.9667359667359667
wzg,wzg_seq7.pdb,wzg_seq22.pdb,0.33948,0.9708939708939709
wzg,wzg_seq7.pdb,wzg_seq43.pdb,0.41722,0.9625779625779626
wzg,wzg_seq7.pdb,wzg_seq9.pdb,0.38359,0.9646569646569647
wzg,wzg_seq7.pdb,wzg_seq52.pdb,0.44236,0.9520833333333333
wzg,wzg_seq7.pdb,wzg_seq15.pdb,0.40714,0.9646569646569647
wzg,wzg_seq7.pdb,wzg_seq42.pdb,0.34641,0.9708939708939709
wzg,wzg_seq7.pdb,wzg_seq21.pdb,0.39765,0.9625779625779626
wzg,wzg_seq7.pdb,wzg_seq50.pdb,0.40555,0.95
wzg,wzg_seq7.pdb,wzg_seq60.pdb,0.3692,0.9354166666666667
wzg,wzg_seq7.pdb,wzg_seq32.pdb,0.41553,0.9563409563409564
wzg,wzg_seq7.pdb,wzg_seq16.pdb,0.40915,0.9584199584199584
wzg,wzg_seq7.pdb,wzg_seq39.pdb,0.43342,0.9708939708939709
wzg,wzg_seq7.pdb,wzg_seq34.pdb,0.52203,0.9355509355509356
wzg,wzg_seq7.pdb,wzg_seq25.pdb,0.37032,0.9688149688149689
wzg,wzg_seq7.pdb,wzg_seq49.pdb,0.48239,0.9688149688149689
wzg,wzg_seq7.pdb,wzg_seq1.pdb,0.43431,0.9520833333333333
wzg,wzg_seq7.pdb,wzg_seq54.pdb,0.34863,0.95
wzg,wzg_seq7.pdb,wzg_seq13.pdb,0.34578,0.9416666666666667
wzg,wzg_seq7.pdb,wzg_seq58.pdb,0.36809,0.9667359667359667
wzg,wzg_seq7.pdb,wzg_seq10.pdb,0.55531,0.9625779625779626
wzg,wzg_seq7.pdb,wzg_seq51.pdb,0.49921,0.972972972972973
wzg,wzg_seq7.pdb,wzg_seq17.pdb,0.47049,0.920997920997921
wzg,wzg_seq7.pdb,wzg_seq33.pdb,0.41956,0.9584199584199584
wzg,wzg_seq7.pdb,wzg_seq30.pdb,0.48559,0.9459459459459459
wzg,wzg_seq7.pdb,wzg_seq8.pdb,0.45523,0.9625779625779626
wzg,wzg_seq7.pdb,wzg_seq44.pdb,0.31907,0.6799163179916318
wzg,wzg_seq7.pdb,wzg_seq37.pdb,0.40399,0.9667359667359667
wzg,wzg_seq7.pdb,wzg_seq4.pdb,0.4635,0.9646569646569647
wzg,wzg_seq7.pdb,wzg_seq46.pdb,0.50432,0.9625779625779626
wzg,wzg_seq7.pdb,wzg_seq55.pdb,0.39408,0.9667359667359667
wzg,wzg_seq7.pdb,wzg_seq57.pdb,0.28116,0.6799163179916318
wzg,wzg_seq7.pdb,wzg_seq28.pdb,0.46849,0.9458333333333333
wzg,wzg_seq7.pdb,wzg_seq35.pdb,0.39106,0.972972972972973
wzg,wzg_seq7.pdb,wzg_seq63.pdb,0.39889,0.9625779625779626
wzg,wzg_seq7.pdb,wzg_seq3.pdb,0.41851,0.9604989604989606
wzg,wzg_seq7.pdb,wzg_seq29.pdb,0.47194,0.95
wzg,wzg_seq7.pdb,wzg_seq31.pdb,0.39947,0.9563409563409564
wzg,wzg_seq7.pdb,wzg_seq61.pdb,0.32626,0.9646569646569647
wzg,wzg_seq7.pdb,wzg_seq20.pdb,0.38908,0.9625779625779626
wzg,wzg_seq7.pdb,wzg_seq41.pdb,0.42211,0.95
wzg,wzg_seq7.pdb,wzg_seq23.pdb,0.34734,0.9646569646569647
wzg,wzg_seq7.pdb,wzg_seq11.pdb,0.46468,0.9625779625779626
wzg,wzg_seq7.pdb,wzg_seq5.pdb,0.56833,0.972972972972973
wzg,wzg_seq7.pdb,wzg_seq56.pdb,0.36572,0.94375
wzg,wzg_seq59.pdb,wzg_seq26.pdb,0.39273,0.9646569646569647
wzg,wzg_seq59.pdb,wzg_seq2.pdb,0.34503,0.9646569646569647
wzg,wzg_seq59.pdb,wzg_seq47.pdb,0.29277,0.9792099792099792
wzg,wzg_seq59.pdb,wzg_seq14.pdb,0.34619,0.9833679833679834
wzg,wzg_seq59.pdb,wzg_seq38.pdb,0.5333,0.9812889812889813
wzg,wzg_seq59.pdb,wzg_seq53.pdb,0.43579,0.9666666666666667
wzg,wzg_seq59.pdb,wzg_seq18.pdb,0.37582,0.9293139293139293
wzg,wzg_seq59.pdb,wzg_seq40.pdb,0.39962,0.9854469854469855
wzg,wzg_seq59.pdb,wzg_seq6.pdb,0.4937,0.9896049896049897
wzg,wzg_seq59.pdb,wzg_seq62.pdb,0.36754,0.9604166666666667
wzg,wzg_seq59.pdb,wzg_seq24.pdb,0.33646,0.9833679833679834
wzg,wzg_seq59.pdb,wzg_seq45.pdb,0.38645,0.9646569646569647
wzg,wzg_seq59.pdb,wzg_seq22.pdb,0.30591,0.9854469854469855
wzg,wzg_seq59.pdb,wzg_seq43.pdb,0.4041,0.9792099792099792
wzg,wzg_seq59.pdb,wzg_seq9.pdb,0.45255,0.9833679833679834
wzg,wzg_seq59.pdb,wzg_seq52.pdb,0.49431,0.9708333333333333
wzg,wzg_seq59.pdb,wzg_seq15.pdb,0.41595,0.9833679833679834
wzg,wzg_seq59.pdb,wzg_seq42.pdb,0.3956,0.9854469854469855
wzg,wzg_seq59.pdb,wzg_seq21.pdb,0.57031,0.9812889812889813
wzg,wzg_seq59.pdb,wzg_seq50.pdb,0.41365,0.9666666666666667
wzg,wzg_seq59.pdb,wzg_seq60.pdb,0.36807,0.95
wzg,wzg_seq59.pdb,wzg_seq32.pdb,0.5015,0.9542619542619543
wzg,wzg_seq59.pdb,wzg_seq16.pdb,0.35257,0.9771309771309772
wzg,wzg_seq59.pdb,wzg_seq39.pdb,0.41486,0.9854469854469855
wzg,wzg_seq59.pdb,wzg_seq34.pdb,0.33932,0.9501039501039501
wzg,wzg_seq59.pdb,wzg_seq25.pdb,0.59501,0.9833679833679834
wzg,wzg_seq59.pdb,wzg_seq49.pdb,0.36487,0.9875259875259875
wzg,wzg_seq59.pdb,wzg_seq1.pdb,0.40485,0.9666666666666667
wzg,wzg_seq59.pdb,wzg_seq54.pdb,0.50939,0.96875
wzg,wzg_seq59.pdb,wzg_seq13.pdb,0.3942,0.9604166666666667
wzg,wzg_seq59.pdb,wzg_seq58.pdb,0.56006,0.9854469854469855
wzg,wzg_seq59.pdb,wzg_seq10.pdb,0.3295,0.9812889812889813
wzg,wzg_seq59.pdb,wzg_seq51.pdb,0.42258,0.9916839916839917
wzg,wzg_seq59.pdb,wzg_seq17.pdb,0.35387,0.9313929313929314
wzg,wzg_seq59.pdb,wzg_seq33.pdb,0.51105,0.9771309771309772
wzg,wzg_seq59.pdb,wzg_seq30.pdb,0.41825,0.9480249480249481
wzg,wzg_seq59.pdb,wzg_seq8.pdb,0.44807,0.9812889812889813
wzg,wzg_seq59.pdb,wzg_seq44.pdb,0.3221,0.6778242677824268
wzg,wzg_seq59.pdb,wzg_seq37.pdb,0.34186,0.9688149688149689
wzg,wzg_seq59.pdb,wzg_seq4.pdb,0.38507,0.9833679833679834
wzg,wzg_seq59.pdb,wzg_seq46.pdb,0.37855,0.9792099792099792
wzg,wzg_seq59.pdb,wzg_seq55.pdb,0.34317,0.9646569646569647
wzg,wzg_seq59.pdb,wzg_seq57.pdb,0.3146,0.6778242677824268
wzg,wzg_seq59.pdb,wzg_seq28.pdb,0.47726,0.9604166666666667
wzg,wzg_seq59.pdb,wzg_seq35.pdb,0.32783,0.9833679833679834
wzg,wzg_seq59.pdb,wzg_seq63.pdb,0.35816,0.9812889812889813
wzg,wzg_seq59.pdb,wzg_seq3.pdb,0.33817,0.9625779625779626
wzg,wzg_seq59.pdb,wzg_seq29.pdb,0.39822,0.96875
wzg,wzg_seq59.pdb,wzg_seq31.pdb,0.38618,0.9542619542619543
wzg,wzg_seq59.pdb,wzg_seq61.pdb,0.5029,0.9833679833679834
wzg,wzg_seq59.pdb,wzg_seq20.pdb,0.5554,0.9812889812889813
wzg,wzg_seq59.pdb,wzg_seq41.pdb,0.51996,0.96875
wzg,wzg_seq59.pdb,wzg_seq23.pdb,0.34252,0.9625779625779626
wzg,wzg_seq59.pdb,wzg_seq11.pdb,0.47906,0.9812889812889813
wzg,wzg_seq59.pdb,wzg_seq5.pdb,0.38612,0.9792099792099792
wzg,wzg_seq59.pdb,wzg_seq56.pdb,0.35706,0.9625
wzg,wzg_seq26.pdb,wzg_seq2.pdb,0.32693,0.9875259875259875
wzg,wzg_seq26.pdb,wzg_seq47.pdb,0.35764,0.972972972972973
wzg,wzg_seq26.pdb,wzg_seq14.pdb,0.38582,0.9667359667359667
wzg,wzg_seq26.pdb,wzg_seq38.pdb,0.42041,0.9584199584199584
wzg,wzg_seq26.pdb,wzg_seq53.pdb,0.40808,0.94375
wzg,wzg_seq26.pdb,wzg_seq18.pdb,0.4489,0.9106029106029107
wzg,wzg_seq26.pdb,wzg_seq40.pdb,0.3654,0.9708939708939709
wzg,wzg_seq26.pdb,wzg_seq6.pdb,0.43041,0.9646569646569647
wzg,wzg_seq26.pdb,wzg_seq62.pdb,0.45114,0.95
wzg,wzg_seq26.pdb,wzg_seq24.pdb,0.60437,0.9688149688149689
wzg,wzg_seq26.pdb,wzg_seq45.pdb,0.36567,1.0
wzg,wzg_seq26.pdb,wzg_seq22.pdb,0.34199,0.972972972972973
wzg,wzg_seq26.pdb,wzg_seq43.pdb,0.3965,0.9646569646569647
wzg,wzg_seq26.pdb,wzg_seq9.pdb,0.42791,0.9604989604989606
wzg,wzg_seq26.pdb,wzg_seq52.pdb,0.39295,0.9479166666666666
wzg,wzg_seq26.pdb,wzg_seq15.pdb,0.41353,0.9667359667359667
wzg,wzg_seq26.pdb,wzg_seq42.pdb,0.37471,0.972972972972973
wzg,wzg_seq26.pdb,wzg_seq21.pdb,0.41111,0.9584199584199584
wzg,wzg_seq26.pdb,wzg_seq50.pdb,0.48754,0.95
wzg,wzg_seq26.pdb,wzg_seq60.pdb,0.41021,0.9333333333333333
wzg,wzg_seq26.pdb,wzg_seq32.pdb,0.47578,0.9771309771309772
wzg,wzg_seq26.pdb,wzg_seq16.pdb,0.344,0.9563409563409564
wzg,wzg_seq26.pdb,wzg_seq39.pdb,0.53354,0.9708939708939709
wzg,wzg_seq26.pdb,wzg_seq34.pdb,0.38443,0.9313929313929314
wzg,wzg_seq26.pdb,wzg_seq25.pdb,0.44543,0.9688149688149689
wzg,wzg_seq26.pdb,wzg_seq49.pdb,0.38408,0.9646569646569647
wzg,wzg_seq26.pdb,wzg_seq1.pdb,0.50176,0.9479166666666666
wzg,wzg_seq26.pdb,wzg_seq54.pdb,0.4653,0.9458333333333333
wzg,wzg_seq26.pdb,wzg_seq13.pdb,0.42401,0.9375
wzg,wzg_seq26.pdb,wzg_seq58.pdb,0.35148,0.9625779625779626
wzg,wzg_seq26.pdb,wzg_seq10.pdb,0.36004,0.9584199584199584
wzg,wzg_seq26.pdb,wzg_seq51.pdb,0.38541,0.9688149688149689
wzg,wzg_seq26.pdb,wzg_seq17.pdb,0.36203,0.9126819126819127
wzg,wzg_seq26.pdb,wzg_seq33.pdb,0.44071,0.9563409563409564
wzg,wzg_seq26.pdb,wzg_seq30.pdb,0.47674,0.9667359667359667
wzg,wzg_seq26.pdb,wzg_seq8.pdb,0.42207,0.9584199584199584
wzg,wzg_seq26.pdb,wzg_seq44.pdb,0.33303,0.6861924686192469
wzg,wzg_seq26.pdb,wzg_seq37.pdb,0.33875,0.9916839916839917
wzg,wzg_seq26.pdb,wzg_seq4.pdb,0.34426,0.9604989604989606
wzg,wzg_seq26.pdb,wzg_seq46.pdb,0.32468,0.9646569646569647
wzg,wzg_seq26.pdb,wzg_seq55.pdb,0.37848,0.9916839916839917
wzg,wzg_seq26.pdb,wzg_seq57.pdb,0.32651,0.6861924686192469
wzg,wzg_seq26.pdb,wzg_seq28.pdb,0.46713,0.9416666666666667
wzg,wzg_seq26.pdb,wzg_seq35.pdb,0.35199,0.975051975051975
wzg,wzg_seq26.pdb,wzg_seq63.pdb,0.47783,0.9584199584199584
wzg,wzg_seq26.pdb,wzg_seq3.pdb,0.35274,0.9854469854469855
wzg,wzg_seq26.pdb,wzg_seq29.pdb,0.4453,0.95
wzg,wzg_seq26.pdb,wzg_seq31.pdb,0.4043,0.9771309771309772
wzg,wzg_seq26.pdb,wzg_seq61.pdb,0.33862,0.9625779625779626
wzg,wzg_seq26.pdb,wzg_seq20.pdb,0.43918,0.9625779625779626
wzg,wzg_seq26.pdb,wzg_seq41.pdb,0.46612,0.95
wzg,wzg_seq26.pdb,wzg_seq23.pdb,0.38427,0.9896049896049897
wzg,wzg_seq26.pdb,wzg_seq11.pdb,0.39883,0.9584199584199584
wzg,wzg_seq26.pdb,wzg_seq5.pdb,0.32949,0.9625779625779626
wzg,wzg_seq26.pdb,wzg_seq56.pdb,0.35948,0.9395833333333333
wzg,wzg_seq2.pdb,wzg_seq47.pdb,0.35981,0.972972972972973
wzg,wzg_seq2.pdb,wzg_seq14.pdb,0.40147,0.9604989604989606
wzg,wzg_seq2.pdb,wzg_seq38.pdb,0.37583,0.9563409563409564
wzg,wzg_seq2.pdb,wzg_seq53.pdb,0.38048,0.9458333333333333
wzg,wzg_seq2.pdb,wzg_seq18.pdb,0.29288,0.9126819126819127
wzg,wzg_seq2.pdb,wzg_seq40.pdb,0.4498,0.9667359667359667
wzg,wzg_seq2.pdb,wzg_seq6.pdb,0.39396,0.9667359667359667
wzg,wzg_seq2.pdb,wzg_seq62.pdb,0.43065,0.9479166666666666
wzg,wzg_seq2.pdb,wzg_seq24.pdb,0.40619,0.9688149688149689
wzg,wzg_seq2.pdb,wzg_seq45.pdb,0.42334,0.9875259875259875
wzg,wzg_seq2.pdb,wzg_seq22.pdb,0.35842,0.9688149688149689
wzg,wzg_seq2.pdb,wzg_seq43.pdb,0.3238,0.9584199584199584
wzg,wzg_seq2.pdb,wzg_seq9.pdb,0.38211,0.9625779625779626
wzg,wzg_seq2.pdb,wzg_seq52.pdb,0.38779,0.9479166666666666
wzg,wzg_seq2.pdb,wzg_seq15.pdb,0.37637,0.9604989604989606
wzg,wzg_seq2.pdb,wzg_seq42.pdb,0.36419,0.9688149688149689
wzg,wzg_seq2.pdb,wzg_seq21.pdb,0.38222,0.9563409563409564
wzg,wzg_seq2.pdb,wzg_seq50.pdb,0.38424,0.9458333333333333
wzg,wzg_seq2.pdb,wzg_seq60.pdb,0.4182,0.9333333333333333
wzg,wzg_seq2.pdb,wzg_seq32.pdb,0.38735,0.9771309771309772
wzg,wzg_seq2.pdb,wzg_seq16.pdb,0.37365,0.9584199584199584
wzg,wzg_seq2.pdb,wzg_seq39.pdb,0.34311,0.9667359667359667
wzg,wzg_seq2.pdb,wzg_seq34.pdb,0.35403,0.9334719334719335
wzg,wzg_seq2.pdb,wzg_seq25.pdb,0.35377,0.9688149688149689
wzg,wzg_seq2.pdb,wzg_seq49.pdb,0.4124,0.9646569646569647
wzg,wzg_seq2.pdb,wzg_seq1.pdb,0.32464,0.9479166666666666
wzg,wzg_seq2.pdb,wzg_seq54.pdb,0.35669,0.9458333333333333
wzg,wzg_seq2.pdb,wzg_seq13.pdb,0.40788,0.9416666666666667
wzg,wzg_seq2.pdb,wzg_seq58.pdb,0.39598,0.9625779625779626
wzg,wzg_seq2.pdb,wzg_seq10.pdb,0.39282,0.9604989604989606
wzg,wzg_seq2.pdb,wzg_seq51.pdb,0.41198,0.9688149688149689
wzg,wzg_seq2.pdb,wzg_seq17.pdb,0.40906,0.9147609147609148
wzg,wzg_seq2.pdb,wzg_seq33.pdb,0.34773,0.9584199584199584
wzg,wzg_seq2.pdb,wzg_seq30.pdb,0.34864,0.9688149688149689
wzg,wzg_seq2.pdb,wzg_seq8.pdb,0.39503,0.9604989604989606
wzg,wzg_seq2.pdb,wzg_seq44.pdb,0.38696,0.6868475991649269
wzg,wzg_seq2.pdb,wzg_seq37.pdb,0.5519,0.9875259875259875
wzg,wzg_seq2.pdb,wzg_seq4.pdb,0.41903,0.9604989604989606
wzg,wzg_seq2.pdb,wzg_seq46.pdb,0.34447,0.9584199584199584
wzg,wzg_seq2.pdb,wzg_seq55.pdb,0.48322,0.9875259875259875
wzg,wzg_seq2.pdb,wzg_seq57.pdb,0.28341,0.6868475991649269
wzg,wzg_seq2.pdb,wzg_seq28.pdb,0.39056,0.9458333333333333
wzg,wzg_seq2.pdb,wzg_seq35.pdb,0.41465,0.9708939708939709
wzg,wzg_seq2.pdb,wzg_seq63.pdb,0.45416,0.9584199584199584
wzg,wzg_seq2.pdb,wzg_seq3.pdb,0.38253,0.9916839916839917
wzg,wzg_seq2.pdb,wzg_seq29.pdb,0.40842,0.9458333333333333
wzg,wzg_seq2.pdb,wzg_seq31.pdb,0.36383,0.9771309771309772
wzg,wzg_seq2.pdb,wzg_seq61.pdb,0.37154,0.9604989604989606
wzg,wzg_seq2.pdb,wzg_seq20.pdb,0.39802,0.9584199584199584
wzg,wzg_seq2.pdb,wzg_seq41.pdb,0.3845,0.9479166666666666
wzg,wzg_seq2.pdb,wzg_seq23.pdb,0.41256,0.9854469854469855
wzg,wzg_seq2.pdb,wzg_seq11.pdb,0.39116,0.9604989604989606
wzg,wzg_seq2.pdb,wzg_seq5.pdb,0.48881,0.9646569646569647
wzg,wzg_seq2.pdb,wzg_seq56.pdb,0.42373,0.9395833333333333
wzg,wzg_seq47.pdb,wzg_seq14.pdb,0.46346,0.975051975051975
wzg,wzg_seq47.pdb,wzg_seq38.pdb,0.3348,0.9708939708939709
wzg,wzg_seq47.pdb,wzg_seq53.pdb,0.39141,0.9583333333333334
wzg,wzg_seq47.pdb,wzg_seq18.pdb,0.33477,0.920997920997921
wzg,wzg_seq47.pdb,wzg_seq40.pdb,0.4665,0.9771309771309772
wzg,wzg_seq47.pdb,wzg_seq6.pdb,0.38005,0.9771309771309772
wzg,wzg_seq47.pdb,wzg_seq62.pdb,0.37013,0.9645833333333333
wzg,wzg_seq47.pdb,wzg_seq24.pdb,0.37799,0.975051975051975
wzg,wzg_seq47.pdb,wzg_seq45.pdb,0.42256,0.972972972972973
wzg,wzg_seq47.pdb,wzg_seq22.pdb,0.44459,0.9771309771309772
wzg,wzg_seq47.pdb,wzg_seq43.pdb,0.38008,0.972972972972973
wzg,wzg_seq47.pdb,wzg_seq9.pdb,0.33817,0.975051975051975
wzg,wzg_seq47.pdb,wzg_seq52.pdb,0.38547,0.9666666666666667
wzg,wzg_seq47.pdb,wzg_seq15.pdb,0.44901,0.975051975051975
wzg,wzg_seq47.pdb,wzg_seq42.pdb,0.42229,0.9771309771309772
wzg,wzg_seq47.pdb,wzg_seq21.pdb,0.356,0.972972972972973
wzg,wzg_seq47.pdb,wzg_seq50.pdb,0.5154,0.9645833333333333
wzg,wzg_seq47.pdb,wzg_seq60.pdb,0.36556,0.9416666666666667
wzg,wzg_seq47.pdb,wzg_seq32.pdb,0.44835,0.9625779625779626
wzg,wzg_seq47.pdb,wzg_seq16.pdb,0.54962,0.9688149688149689
wzg,wzg_seq47.pdb,wzg_seq39.pdb,0.43824,0.9771309771309772
wzg,wzg_seq47.pdb,wzg_seq34.pdb,0.42756,0.9438669438669439
wzg,wzg_seq47.pdb,wzg_seq25.pdb,0.31866,0.975051975051975
wzg,wzg_seq47.pdb,wzg_seq49.pdb,0.39609,0.9792099792099792
wzg,wzg_seq47.pdb,wzg_seq1.pdb,0.37828,0.9666666666666667
wzg,wzg_seq47.pdb,wzg_seq54.pdb,0.36465,0.9645833333333333
wzg,wzg_seq47.pdb,wzg_seq13.pdb,0.36797,0.9520833333333333
wzg,wzg_seq47.pdb,wzg_seq58.pdb,0.33021,0.9771309771309772
wzg,wzg_seq47.pdb,wzg_seq10.pdb,0.42456,0.972972972972973
wzg,wzg_seq47.pdb,wzg_seq51.pdb,0.48856,0.9833679833679834
wzg,wzg_seq47.pdb,wzg_seq17.pdb,0.42631,0.9230769230769231
wzg,wzg_seq47.pdb,wzg_seq33.pdb,0.4335,0.9688149688149689
wzg,wzg_seq47.pdb,wzg_seq30.pdb,0.42347,0.9563409563409564
wzg,wzg_seq47.pdb,wzg_seq8.pdb,0.35757,0.9771309771309772
wzg,wzg_seq47.pdb,wzg_seq44.pdb,0.3093,0.6841004184100419
wzg,wzg_seq47.pdb,wzg_seq37.pdb,0.45772,0.9771309771309772
wzg,wzg_seq47.pdb,wzg_seq4.pdb,0.37373,0.975051975051975
wzg,wzg_seq47.pdb,wzg_seq46.pdb,0.44966,0.972972972972973
wzg,wzg_seq47.pdb,wzg_seq55.pdb,0.42268,0.972972972972973
wzg,wzg_seq47.pdb,wzg_seq57.pdb,0.34917,0.6841004184100419
wzg,wzg_seq47.pdb,wzg_seq28.pdb,0.41047,0.9520833333333333
wzg,wzg_seq47.pdb,wzg_seq35.pdb,0.44073,0.9792099792099792
wzg,wzg_seq47.pdb,wzg_seq63.pdb,0.3752,0.975051975051975
wzg,wzg_seq47.pdb,wzg_seq3.pdb,0.3949,0.9708939708939709
wzg,wzg_seq47.pdb,wzg_seq29.pdb,0.40461,0.9645833333333333
wzg,wzg_seq47.pdb,wzg_seq31.pdb,0.43717,0.9625779625779626
wzg,wzg_seq47.pdb,wzg_seq61.pdb,0.34141,0.975051975051975
wzg,wzg_seq47.pdb,wzg_seq20.pdb,0.34452,0.972972972972973
wzg,wzg_seq47.pdb,wzg_seq41.pdb,0.38006,0.9604166666666667
wzg,wzg_seq47.pdb,wzg_seq23.pdb,0.37494,0.9708939708939709
wzg,wzg_seq47.pdb,wzg_seq11.pdb,0.41479,0.9771309771309772
wzg,wzg_seq47.pdb,wzg_seq5.pdb,0.42395,0.9708939708939709
wzg,wzg_seq47.pdb,wzg_seq56.pdb,0.49102,0.9541666666666667
wzg,wzg_seq14.pdb,wzg_seq38.pdb,0.37183,0.9771309771309772
wzg,wzg_seq14.pdb,wzg_seq53.pdb,0.39467,0.9666666666666667
wzg,wzg_seq14.pdb,wzg_seq18.pdb,0.31962,0.9251559251559252
wzg,wzg_seq14.pdb,wzg_seq40.pdb,0.39723,0.9854469854469855
wzg,wzg_seq14.pdb,wzg_seq6.pdb,0.37375,0.9812889812889813
wzg,wzg_seq14.pdb,wzg_seq62.pdb,0.38748,0.9645833333333333
wzg,wzg_seq14.pdb,wzg_seq24.pdb,0.31664,0.9833679833679834
wzg,wzg_seq14.pdb,wzg_seq45.pdb,0.41589,0.9667359667359667
wzg,wzg_seq14.pdb,wzg_seq22.pdb,0.33253,0.9854469854469855
wzg,wzg_seq14.pdb,wzg_seq43.pdb,0.37319,0.9937629937629938
wzg,wzg_seq14.pdb,wzg_seq9.pdb,0.38554,0.9833679833679834
wzg,wzg_seq14.pdb,wzg_seq52.pdb,0.41341,0.9708333333333333
wzg,wzg_seq14.pdb,wzg_seq15.pdb,0.39946,1.0
wzg,wzg_seq14.pdb,wzg_seq42.pdb,0.4208,0.9854469854469855
wzg,wzg_seq14.pdb,wzg_seq21.pdb,0.39382,0.9771309771309772
wzg,wzg_seq14.pdb,wzg_seq50.pdb,0.43059,0.9708333333333333
wzg,wzg_seq14.pdb,wzg_seq60.pdb,0.44595,0.95
wzg,wzg_seq14.pdb,wzg_seq32.pdb,0.39629,0.9501039501039501
wzg,wzg_seq14.pdb,wzg_seq16.pdb,0.41579,0.972972972972973
wzg,wzg_seq14.pdb,wzg_seq39.pdb,0.39984,0.9854469854469855
wzg,wzg_seq14.pdb,wzg_seq34.pdb,0.37593,0.9501039501039501
wzg,wzg_seq14.pdb,wzg_seq25.pdb,0.35096,0.9833679833679834
wzg,wzg_seq14.pdb,wzg_seq49.pdb,0.39313,0.9833679833679834
wzg,wzg_seq14.pdb,wzg_seq1.pdb,0.3528,0.9666666666666667
wzg,wzg_seq14.pdb,wzg_seq54.pdb,0.38502,0.96875
wzg,wzg_seq14.pdb,wzg_seq13.pdb,0.40458,0.9604166666666667
wzg,wzg_seq14.pdb,wzg_seq58.pdb,0.39319,0.9896049896049897
wzg,wzg_seq14.pdb,wzg_seq10.pdb,0.35742,0.9812889812889813
wzg,wzg_seq14.pdb,wzg_seq51.pdb,0.40231,0.9875259875259875
wzg,wzg_seq14.pdb,wzg_seq17.pdb,0.39404,0.9272349272349273
wzg,wzg_seq14.pdb,wzg_seq33.pdb,0.46222,0.972972972972973
wzg,wzg_seq14.pdb,wzg_seq30.pdb,0.38144,0.9438669438669439
wzg,wzg_seq14.pdb,wzg_seq8.pdb,0.38431,0.9812889812889813
wzg,wzg_seq14.pdb,wzg_seq44.pdb,0.39907,0.6736401673640168
wzg,wzg_seq14.pdb,wzg_seq37.pdb,0.36697,0.9688149688149689
